

** Fixed Point METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration 1 | xl = 5.000000 | f(xl) = -11.500000 | xr = 0.408248 | f(xr) = 3.044022 | error =0.00    ‰ 
Iteration 2303 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2304 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2305 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2306 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2307 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2308 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2309 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2310 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2311 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2312 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2313 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2314 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2315 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2316 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2317 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2318 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2319 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2320 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2321 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2322 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2323 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2324 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2325 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2326 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2327 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2328 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2329 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2330 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2331 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2332 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2333 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2334 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2335 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2336 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2337 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2338 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2339 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2340 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2341 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2342 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2343 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2344 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2345 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2346 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2347 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2348 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2349 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2350 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2351 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2352 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2353 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2354 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2355 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2356 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2357 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2358 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2359 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2360 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2361 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2362 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2363 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2364 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2365 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2366 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2367 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2368 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2369 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2370 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2371 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2372 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2373 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2374 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2375 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2376 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2377 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2378 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2379 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2380 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2381 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2382 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2383 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2384 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2385 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2386 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2387 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2388 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2389 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2390 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2391 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2392 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2393 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2394 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2395 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2396 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2397 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2398 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2399 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2400 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2401 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2402 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2403 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2404 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2405 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2406 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2407 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2408 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2409 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2410 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2411 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2412 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2413 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2414 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2415 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2416 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2417 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2418 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2419 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2420 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2421 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2422 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2423 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2424 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2425 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2426 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2427 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2428 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2429 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2430 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2431 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2432 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2433 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2434 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2435 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2436 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2437 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2438 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2439 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2440 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2441 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2442 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2443 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2444 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2445 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2446 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2447 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2448 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2449 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2450 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2451 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2452 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2453 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2454 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2455 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2456 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2457 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2458 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2459 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2460 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2461 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2462 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2463 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2464 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2465 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2466 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2467 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2468 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2469 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2470 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2471 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2472 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2473 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2474 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2475 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2476 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2477 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2478 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2479 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2480 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2481 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2482 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2483 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2484 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2485 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2486 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2487 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2488 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2489 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2490 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2491 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2492 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2493 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2494 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2495 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2496 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2497 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2498 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2499 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2500 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2501 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2502 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2503 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2504 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2505 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2506 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2507 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2508 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 2509 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
